,Unnamed: 0,area_type,location,size,society,total_sqft,bath,balcony,price
8504,8740,Super built-up  Area,Byadarahalli,3 BHK,Prurten,3155,3.0,2.0,315.0
3558,3597,Super built-up  Area,Uttarahalli,3 BHK,Ihnueut,1310,2.0,1.0,85.0
12572,13082,Super built-up  Area,Jigani,2 BHK,DLhtsen,943,2.0,2.0,49.5
3416,3455,Super built-up  Area,Thanisandra,2 BHK,MenueNo,1220,2.0,1.0,43.92
307,307,Super built-up  Area,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,95.0
12697,13218,Super built-up  Area,Bannerghatta Road,2 BHK,,1160,2.0,2.0,45.0
9727,10041,Super built-up  Area,Mahadevpura,3 BHK,,1505,3.0,2.0,78.0
348,348,Super built-up  Area,Prashanth Nagar,3 BHK,Vancy R,1800,3.0,0.0,150.0
5918,6039,Built-up  Area,Mysore Road,2 BHK,PrawnRa,883,2.0,1.0,50.0
7243,7413,Super built-up  Area,Narayanappa Garden,2 BHK,Vacle P,1475,2.0,1.0,70.0
12153,12628,Built-up  Area,Shree Ananth Nagar Layout,2 BHK,PrinePr,1154,2.0,1.0,57.0
4482,4546,Built-up  Area,Sarjapur,4 BHK,,1917,3.0,0.0,60.0
8613,8857,Super built-up  Area,Upkar Layout,2 BHK,DSstaen,1225,2.0,2.0,71.05
6855,7012,Built-up  Area,Coconut Grove Layout,2 BHK,Naenti ,1007,2.0,2.0,43.0
9166,9448,Super built-up  Area,Ananth Nagar,2 BHK,,1200,2.0,1.0,36.0
10432,10785,Built-up  Area,Horamavu Agara,2 BHK,SLoraFl,1080,2.0,1.0,38.0
8594,8837,Carpet  Area,Thirumenahalli,2 BHK,,1100,2.0,2.0,70.0
1666,1674,Super built-up  Area,Whitefield,3 BHK,Nillsre,1626,3.0,3.0,89.0
7579,7760,Super built-up  Area,Varthur,2 BHK,,1250,2.0,2.0,47.0
5570,5671,Plot  Area,Jnanabharathi Layout,4 BHK,,2200,5.0,1.0,100.0
52,52,Built-up  Area,Whitefield,3 BHK,Suent V,2010,3.0,2.0,91.0
6263,6399,Super built-up  Area,Electronic City,2 BHK,Itelaa ,1210,2.0,2.0,25.0
1445,1451,Super built-up  Area,Kanakpura Road,2 BHK,PrarePa,900,1.0,0.0,45.0
8534,8770,Super built-up  Area,Kambipura,3 BHK,Prrtht ,1083,2.0,1.0,48.0
8693,8938,Built-up  Area,Electronic City,2 BHK,Itvir M,1150,2.0,2.0,35.0
1695,1703,Super built-up  Area,Kathriguppe,3 BHK,,1245,2.0,2.0,68.48
1574,1581,Built-up  Area,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,33.0
9501,9803,Plot  Area,9th Phase JP Nagar,7 BHK,,820,7.0,3.0,140.0
4405,4466,Built-up  Area,Whitefield,4 BHK,,2400,4.0,3.0,147.0
1630,1637,Plot  Area,Ramamurthy Nagar,2 BHK,,1200,3.0,1.0,72.0
10754,11132,Built-up  Area,Hennur Road,2 BHK,Elley B,1460,2.0,1.0,80.3
1881,1890,Super built-up  Area,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,76.0
5074,5158,Super built-up  Area,4th Block Koramangala,4 BHK,,3400,6.0,,420.0
5509,5607,Built-up  Area,Rajankunte,3 BHK,,4510,4.0,3.0,200.0
11277,11692,Super built-up  Area,Rajaji Nagar,3 BHK,PhestOn,2415,3.0,2.0,399.0
8665,8910,Built-up  Area,Ananth Nagar,3 BHK,VmlleRo,1470,3.0,2.0,54.0
9104,9381,Built-up  Area,Kasavanhalli,3 BHK,,2110,4.0,3.0,120.0
8888,9153,Super built-up  Area,Haralur Road,3 BHK,SNnia E,1850,3.0,2.0,120.0
186,186,Super built-up  Area,Jakkuru Layout,2 BHK,,1340,2.0,2.0,55.7
5558,5659,Built-up  Area,6th Phase JP Nagar,1 BHK,,600,1.0,1.0,75.0
7185,7353,Super built-up  Area,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,44.4
11817,12271,Super built-up  Area,Electronics City Phase 1,3 BHK,Saent A,1321,2.0,,40.0
9845,10166,Super built-up  Area,Horamavu Agara,3 BHK,Prhar G,1623,3.0,1.0,89.0
6587,6734,Super built-up  Area,Kasturi Nagar,3 BHK,GoratAr,1570,3.0,2.0,110.0
1234,1237,Super built-up  Area,7th Phase JP Nagar,2 BHK,,1050,2.0,1.0,42.0
8961,9227,Super built-up  Area,KUDLU MAIN ROAD,2 BHK,,1464,2.0,2.0,56.0
3915,3967,Super built-up  Area,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,50.0
446,446,Super built-up  Area,Hoodi,3 BHK,SMaxyay,1715,2.0,2.0,95.0
844,844,Super built-up  Area,Kadugodi,2 BHK,,1198,2.0,2.0,58.0
5201,5288,Super built-up  Area,Old Airport Road,4 BHK,Jaades ,2774,4.0,3.0,208.0
11238,11650,Super built-up  Area,Yelahanka,2 BHK,Neite T,1140 - 1250,2.0,0.0,53.105
9880,10204,Built-up  Area,D Group Employees Layout,5 BHK,,4400,5.0,3.0,240.0
2440,2457,Plot  Area,Peenya,5 BHK,,1440,5.0,1.0,110.0
3103,3136,Super built-up  Area,Kaggadasapura,2 BHK,JaaldEm,1325,2.0,2.0,50.0
7692,7877,Plot  Area,Nagarbhavi,3 BHK,,800,3.0,0.0,95.0
4774,4844,Plot  Area,Bellandur,7 BHK,,700,8.0,0.0,100.0
6974,7133,Super built-up  Area,Bannerghatta Road,3 BHK,,1430,3.0,2.0,59.0
6094,6222,Built-up  Area,Bannerghatta Road,3 BHK,Pyvenas,1100,2.0,2.0,52.0
2153,2165,Plot  Area,Raja Rajeshwari Nagar,9 BHK,,3125,9.0,,350.0
5518,5618,Super built-up  Area,Richards Town,3 BHK,PriumMi,1800,3.0,0.0,230.0
10255,10596,Super built-up  Area,Hebbal,4 BHK,Cehosy ,4235,5.0,3.0,364.0
5067,5151,Plot  Area,Vidyaranyapura,7 BHK,,1200,7.0,2.0,140.0
10791,11171,Plot  Area,Postal Colony,3 BHK,,1500,2.0,1.0,200.0
12305,12794,Super built-up  Area,Yemlur,2 BHK,Saensar,1210,2.0,1.0,60.0
10650,11020,Super built-up  Area,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,69.61
776,776,Super built-up  Area,Whitefield,3 BHK,UKkente,1650,3.0,2.0,60.0
11878,12336,Super built-up  Area,Dollars Colony,3 BHK,Saent G,2000,3.0,3.0,200.0
6324,6461,Built-up  Area,Dodda Nekkundi,2 BHK,GSodsee,1145,2.0,1.0,46.5
4920,4998,Super built-up  Area,Banashankari,3 BHK,,3580,3.0,1.0,411.0
11121,11523,Super built-up  Area,Bannerghatta,3 BHK,Mamespa,1776,3.0,2.0,150.0
12143,12616,Super built-up  Area,Electronic City,2 BHK,Itelaa ,550,2.0,1.0,16.0
9040,9313,Plot  Area,Ramamurthy Nagar,4 BHK,,1200,4.0,1.0,125.0
3136,3170,Super built-up  Area,Hormavu,1 BHK,,1351,2.0,1.0,53.0
10769,11149,Built-up  Area,Green Glen Layout,3 BHK,,1750,3.0,2.0,81.0
5462,5559,Super built-up  Area,Gottigere,3 BHK,Apentir,1385,2.0,2.0,50.0
3183,3219,Super built-up  Area,Rajaji Nagar,2 BHK,Pumesim,1216,2.0,0.0,97.16
10617,10985,Super built-up  Area,Yelahanka,2 BHK,BKideor,1185,2.0,2.0,45.0
7522,7703,Plot  Area,7th Phase JP Nagar,5 BHK,,1800,6.0,3.0,270.0
10175,10511,Super built-up  Area,Battarahalli,2 BHK,,1090,2.0,2.0,38.37
3199,3235,Plot  Area,Hosakerehalli,5 BHK,,2400,5.0,,250.0
9704,10016,Super built-up  Area,Sarjapur  Road,3 BHK,Klark L,1691,3.0,2.0,93.01
1289,1293,Super built-up  Area,Hosa Road,3 BHK,Mahesr ,1726,3.0,2.0,81.99
12167,12642,Super built-up  Area,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,63.5
12209,12691,Super built-up  Area,Kengeri Satellite Town KHB Apartment,3 BHK,,1100,2.0,2.0,45.0
10644,11013,Super built-up  Area,vinayakanagar,7 BHK,,1200,5.0,2.0,200.0
7542,7723,Built-up  Area,JP Nagar,4 BHK,Arentra,3000,3.0,2.0,150.0
1879,1888,Super built-up  Area,Dodda Nekkundi Extension,2 BHK,AlEcone,1188,2.0,3.0,73.0
10855,11240,Plot  Area,2nd Stage Nagarbhavi,4 BHK,,1500,3.0,2.0,230.0
8537,8773,Super built-up  Area,Whitefield,2 BHK,Iseenst,1227,2.0,2.0,70.0
5457,5554,Super built-up  Area,ISRO Layout,3 BHK,Shhin S,1310,2.0,3.0,68.0
2148,2160,Super built-up  Area,Sundar Ram Shetty Nagar,3 BHK,NeendLe,1375,2.0,3.0,85.0
4131,4185,Super built-up  Area,8th Phase JP Nagar,2 BHK,,1080,2.0,2.0,38.0
1036,1037,Super built-up  Area,Nagappa Reddy Layout,2 BHK,Gruesaf,1209,2.0,1.0,50.0
12186,12665,Super built-up  Area,Kaggadasapura,3 BHK,SrncyRe,1500,2.0,2.0,75.0
4134,4188,Super built-up  Area,Banashankari,3 BHK,Sriseva,1400,2.0,1.0,78.0
649,649,Super built-up  Area,Hosakerehalli,3 BHK,Taonte ,2378,3.0,1.0,262.0
6711,6861,Built-up  Area,Chennappa Layout,2 BHK,Mawerer,1080,2.0,2.0,44.8
861,861,Plot  Area,Indiranagar HAL 2nd Stage,4 BHK,,2400,4.0,1.0,640.0
191,191,Super built-up  Area,Pattandur Agrahara,3 BHK,MaidoPl,1550,2.0,3.0,80.0
6026,6152,Built-up  Area,Doctors Layout,2 BHK,Mavelr ,1000,2.0,2.0,42.0
1942,1951,Super built-up  Area,Vittasandra,2 BHK,,1238,2.0,1.0,67.0
4331,4389,Super built-up  Area,Jigani,2 BHK,DLhtsen,923,2.0,1.0,50.0
11842,12298,Super built-up  Area,Budigere,2 BHK,PrityTr,1153,2.0,2.0,56.0
7972,8170,Super built-up  Area,Srinivas Colony,3 BHK,,2750,3.0,2.0,943.0
9915,10242,Super built-up  Area,Marathahalli,3 BHK,Asintas,1710,3.0,2.0,135.0
9594,9903,Super built-up  Area,Kathriguppe IV Phase,3 BHK,,1630,3.0,2.0,131.0
12779,13305,Carpet  Area,Hulimavu,1 BHK,,500,1.0,3.0,220.0
2775,2801,Super built-up  Area,Whitefield,3 BHK,Oreldhi,1562,3.0,2.0,103.0
4145,4200,Super built-up  Area,Kanakapura,2 BHK,SPavenc,1110,2.0,2.0,38.85
2617,2638,Super built-up  Area,Thigalarapalya,2 BHK,Prtanha,1418,2.0,2.0,101.0
2411,2427,Super built-up  Area,Whitefield,3 BHK,Lallere,1635,2.0,2.0,85.0
1094,1095,Super built-up  Area,Uttarahalli,3 BHK,,1390,2.0,2.0,62.55
6065,6192,Super built-up  Area,Thanisandra,2 BHK,SaSkyBl,1148,2.0,1.0,43.5
1546,1553,Built-up  Area,Hormavu,3 BHK,,2100,3.0,2.0,73.0
4589,4654,Plot  Area,Mahalakshmi Puram,6 BHK,,2400,6.0,2.0,408.0
6034,6160,Super built-up  Area,Marathahalli,2 BHK,PrensKe,1152,2.0,1.0,90.0
6953,7112,Built-up  Area,Marathahalli,3 BHK,Duals P,1693,3.0,2.0,125.0
3135,3169,Super built-up  Area,Green Glen Layout,4 BHK,,3250,4.0,,230.0
3856,3904,Super built-up  Area,Rachenahalli,2 BHK,,1224,2.0,3.0,39.2
11784,12237,Plot  Area,Ilyas Nagar,4 BHK,,600,3.0,0.0,95.0
6419,6562,Plot  Area,Dasarahalli,3 BHK,,2400,2.0,1.0,152.0
3805,3851,Super built-up  Area,Tejaswini Nagar,3 BHK,Naods W,1390,2.0,2.0,80.0
8943,9209,Super built-up  Area,Harlur,2 BHK,Prncyrn,1290,2.0,1.0,89.9
7431,7610,Super built-up  Area,Venkatapura,2 BHK,ThBayah,1235,2.0,1.0,140.0
6774,6927,Super built-up  Area,Amblipura,3 BHK,,1605,3.0,2.0,100.0
11225,11636,Super built-up  Area,Green Glen Layout,3 BHK,Solia D,1750,3.0,2.0,105.0
464,464,Built-up  Area,Chikkalasandra,2 BHK,,1100,2.0,2.0,50.0
1257,1260,Built-up  Area,Vibuthipura,4 BHK,,2150,4.0,1.0,80.0
2259,2272,Super built-up  Area,6th Phase JP Nagar,4 BHK,,3245,4.0,,250.0
5630,5734,Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GRvanun,1235,2.0,1.0,75.0
12394,12893,Super built-up  Area,Electronics City Phase 1,1 BHK,Shitt S,755,1.0,0.0,30.12
6231,6365,Super built-up  Area,Venkateshpuram,2 BHK,,625,2.0,1.0,24.0
7382,7557,Super built-up  Area,Green Glen Layout,3 BHK,,1970,3.0,2.0,160.0
10561,10926,Super built-up  Area,Kaverappa Layout,4 BHK,Varve R,3535,4.0,2.0,215.0
1262,1265,Plot  Area,Chikka Tirupathi,4 BHK,Theanmp,2325,4.0,1.0,120.0
7212,7380,Super built-up  Area,Yelahanka,2 BHK,Pyikad ,990,2.0,2.0,37.62
975,976,Plot  Area,Uttarahalli,6 BHK,,1200,4.0,2.0,225.0
9170,9452,Super built-up  Area,Ardendale,2 BHK,AWharde,1224,2.0,2.0,67.0
5866,5981,Super built-up  Area,Sarjapur,2 BHK,DSousyl,940,2.0,1.0,25.38
6582,6728,Built-up  Area,Sector 2 HSR Layout,3 BHK,,1600,3.0,2.0,70.0
2387,2402,Super built-up  Area,Uttarahalli,2 BHK,,1089,2.0,1.0,43.55
12444,12946,Built-up  Area,Green Glen Layout,2 BHK,,1250,2.0,0.0,75.0
5021,5104,Super built-up  Area,Yelahanka,3 BHK,Goues A,1721,3.0,3.0,80.86
7129,7295,Built-up  Area,Electronic City Phase II,3 BHK,Brods W,1252,2.0,3.0,65.0
10685,11058,Super built-up  Area,Indira Nagar,2 BHK,Goareir,1149,2.0,1.0,130.0
3882,3931,Super built-up  Area,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,45.5
6055,6182,Built-up  Area,Whitefield,4 BHK,Prtates,4000,4.0,3.0,380.0
11612,12049,Super built-up  Area,1st Phase JP Nagar,4 BHK,Prhtsok,2615,5.0,3.0,222.0
9123,9402,Super built-up  Area,Thirumalashettyhally,2 BHK,Srcha S,1077,2.0,1.0,34.46
3875,3924,Super built-up  Area,Doddathoguru,2 BHK,Saaveas,1104,2.0,2.0,39.0
2789,2815,Plot  Area,Vidyaranyapura,9 BHK,,1200,9.0,2.0,100.0
1857,1866,Super built-up  Area,Jalahalli East,2 BHK,ShshaSa,1020,2.0,1.0,58.0
11083,11482,Plot  Area,Dodda Banaswadi,4 BHK,,1018,4.0,1.0,150.0
4108,4162,Built-up  Area,Yemlur,4 BHK,Epllan ,7000,5.0,,2050.0
5213,5300,Super built-up  Area,Basavangudi,3 BHK,Soarkig,1800,3.0,2.0,195.0
8281,8497,Built-up  Area,1st Block Koramangala,3 BHK,,2350,3.0,2.0,210.0
3255,3293,Built-up  Area,Yelahanka,4 BHK,,4346,4.0,1.0,450.0
7323,7496,Plot  Area,Hennur Bande,3 BHK,,1313,4.0,,150.0
2690,2712,Super built-up  Area,Rajiv Nagar,2 BHK,Ahntyve,1263,2.0,1.0,93.32
7389,7564,Super built-up  Area,Kaggalipura,3 BHK,Baowsig,1150,2.0,1.0,62.0
4627,4694,Super built-up  Area,Sarjapur  Road,2 BHK,PualeSk,1346,2.0,1.0,71.32
9554,9859,Built-up  Area,Gollarapalya Hosahalli,4 BHK,Mauner ,1905,3.0,,86.0
1319,1323,Super built-up  Area,Electronic City,2 BHK,GMown E,1070,2.0,1.0,56.1
9681,9992,Plot  Area,kamanahalli main road,3 BHK,,857,3.0,2.0,95.0
12640,13161,Super built-up  Area,Makali,1 BHK,,530,1.0,1.0,18.0
5162,5249,Super built-up  Area,9th Phase JP Nagar,2 BHK,,660,2.0,0.0,27.0
9303,9593,Super built-up  Area,Subramanyapura,3 BHK,Prldsri,1278,3.0,2.0,70.0
1135,1137,Plot  Area,Whitefield,4 BHK,Saark H,2400,4.0,3.0,200.0
4529,4593,Built-up  Area,Vadarpalya,5 BHK,,2500,5.0,2.0,120.0
3505,3544,Super built-up  Area,Hennur Road,3 BHK,Puachal,1482 - 1846,,,93.865
4749,4819,Plot  Area,Sarjapur  Road,3 BHK,Pelle P,1500,3.0,2.0,88.0
7086,7249,Super built-up  Area,Kenchenahalli,3 BHK,AriosPa,1280,2.0,2.0,69.0
8489,8724,Super built-up  Area,Varthur Road,1 BHK,Aseenh ,540 - 565,1.0,0.0,13.26
12622,13139,Super built-up  Area,Nagarbhavi,2 BHK,,1225,2.0,3.0,58.0
6336,6473,Super built-up  Area,Rajaji Nagar,3 BHK,Brway G,1640,3.0,2.0,220.0
9363,9653,Super built-up  Area,Lake City,2 BHK,Prdenth,780,2.0,1.0,31.0
6982,7141,Super built-up  Area,Silk Board,3 BHK,,1435,2.0,1.0,60.0
10885,11272,Built-up  Area,Sidedahalli,2 BHK,,900,2.0,0.0,25.0
2505,2522,Super built-up  Area,Begur Road,3 BHK,Pruthg ,1634,3.0,1.0,83.33
2904,2931,Built-up  Area,Basavangudi,4 BHK,,2500,4.0,1.0,150.0
570,570,Built-up  Area,Whitefield,4 BHK,PrOakSi,4144,4.0,3.0,315.0
1448,1454,Built-up  Area,Basapura,2 BHK,Krtiqa ,1100,2.0,1.0,60.0
3414,3453,Super built-up  Area,Yelahanka New Town,1 BHK,KHatsFl,650,1.0,1.0,20.0
10317,10662,Super built-up  Area,Bellandur,3 BHK,,1717,3.0,2.0,110.0
10186,10523,Super built-up  Area,Kanakpura Road,3 BHK,PrarePa,1300,3.0,2.0,69.0
6837,6993,Super built-up  Area,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,66.0
3226,3262,Super built-up  Area,Thigalarapalya,4 BHK,Prtanha,4190,4.0,3.0,380.0
12464,12966,Super built-up  Area,Doddabanahalli,3 BHK,,1500,3.0,2.0,85.0
4383,4443,Plot  Area,Akshaya Nagar,4 BHK,,750,4.0,2.0,62.0
7845,8037,Super built-up  Area,Dommasandra,2 BHK,,1090,2.0,2.0,43.5
3539,3578,Super built-up  Area,Kanakapura,2 BHK,,1160,2.0,1.0,46.39
9053,9328,Super built-up  Area,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,42.0
12545,13051,Super built-up  Area,Kenchenahalli,3 BHK,Unateit,1720,3.0,,100.0
2827,2853,Built-up  Area, Mysore Highway,1 BHK,,600,1.0,1.0,17.0
5780,5892,Super built-up  Area,Peenya,2 BHK,,708,1.0,1.0,55.0
4996,5077,Super built-up  Area,Hebbal,3 BHK,Magiaya,1255,2.0,1.0,95.0
1338,1342,Built-up  Area,Kothanur,3 BHK,,1840,3.0,1.0,69.0
3262,3300,Super built-up  Area,Banashankari,4 BHK,,2500,4.0,3.0,95.0
7876,8069,Built-up  Area,Panathur,1 BHK,,661,1.0,1.0,40.0
9247,9536,Plot  Area,7th Phase JP Nagar,1 BHK,,500,1.0,0.0,70.0
6838,6994,Super built-up  Area,Virupakshapura,2 BHK,,1075,2.0,1.0,55.0
5741,5851,Plot  Area,Ittamadu,5 BHK,,1200,4.0,,130.0
650,650,Super built-up  Area,Sarjapur,2 BHK,Ahownve,1128,2.0,1.0,60.0
6039,6166,Super built-up  Area,Yelahanka,3 BHK,Miitat ,1890,3.0,2.0,108.0
2258,2271,Super built-up  Area,Kothanur,3 BHK,,1435,3.0,3.0,70.0
5395,5489,Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,1.0,49.27
11164,11569,Plot  Area,Hosur Road,,AVeldun,1350,,,8.44
7082,7243,Built-up  Area,Jyothi Nagar,2 BHK,,959,2.0,1.0,42.5
9954,10282,Super built-up  Area,CV Raman Nagar,2 BHK,JKmesHo,1040,2.0,1.0,50.0
3521,3560,Built-up  Area,Whitefield,3 BHK,,1350,3.0,2.0,54.0
12473,12975,Super built-up  Area,Whitefield,2 BHK,Bhath N,850 - 1060,2.0,0.0,38.19
4478,4541,Built-up  Area,Whitefield,1 BHK,,624,1.0,1.0,35.0
5660,5764,Super built-up  Area,Banashankari,2 BHK,Bregae ,1290,2.0,2.0,80.0
67,67,Super built-up  Area,Marathahalli,2 BHK,,1220,2.0,1.0,57.0
11980,12444,Super built-up  Area,Thanisandra,2 BHK,SLaceda,1100,2.0,1.0,36.0
7609,7792,Super built-up  Area,Marathahalli,3 BHK,,1950,3.0,2.0,115.0
1258,1261,Built-up  Area,Whitefield,3 BHK,Mithmn ,1700,3.0,2.0,115.0
10223,10561,Super built-up  Area,Thubarahalli,3 BHK,Asnts a,1540,3.0,,90.0
10892,11279,Super built-up  Area,Kanakpura Road,3 BHK,,1401,3.0,2.0,69.0
991,992,Plot  Area,Rajaji Nagar,4 BHK,,315,4.0,2.0,90.0
3504,3543,Super built-up  Area,Whitefield,2 BHK,UKe 2nz,1495,2.0,2.0,79.5
8305,8524,Super built-up  Area,8th Phase JP Nagar,3 BHK,GRhtsei,1504,2.0,2.0,83.0
919,919,Built-up  Area,Bannerghatta Road,2 BHK,,793,2.0,1.0,45.0
165,165,Super built-up  Area,Sarjapur,2 BHK,Kinuerg,1145 - 1340,2.0,0.0,43.49
12778,13304,Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1187,2.0,2.0,40.14
10923,11311,Super built-up  Area,Singasandra,2 BHK,SLowse ,1139.7,2.0,1.0,45.0
4594,4659,Built-up  Area,Margondanahalli,4 BHK,,1360,2.0,2.0,45.0
10375,10725,Carpet  Area,JP Nagar,3 BHK,Saacy A,2400,3.0,3.0,196.0
2850,2877,Built-up  Area,Jeevan bima nagar,2 BHK,,965,2.0,1.0,45.0
11554,11987,Super built-up  Area,Murugeshpalya,3 BHK,Vauna F,1344,2.0,0.0,56.0
12763,13288,Super built-up  Area,Mahadevpura,2 BHK,,1050,2.0,1.0,42.0
10980,11373,Super built-up  Area,Hoskote,2 BHK,Soose P,929 - 1078,2.0,0.0,28.095
4460,4522,Super built-up  Area,Whitefield,3 BHK,,1440,2.0,2.0,64.0
9562,9868,Built-up  Area,Koramangala,3 BHK,Saa 2Ai,1745,3.0,3.0,98.0
6623,6772,Built-up  Area,GM Palaya,3 BHK,Scsta V,1315,2.0,2.0,65.0
10723,11099,Super built-up  Area,Abbaiah Reddy Layout,2 BHK,SSaveik,1100,2.0,2.0,38.5
2735,2759,Super built-up  Area,Budigere,3 BHK,PrityTr,1991,4.0,2.0,100.0
5669,5774,Built-up  Area,R.T. Nagar,7 BHK,,600,7.0,3.0,93.0
4988,5069,Plot  Area,Udaya Nagar,2 BHK,,1000,1.0,1.0,75.0
12103,12575,Built-up  Area,Begur,2 BHK,,1200,2.0,1.0,33.0
2378,2393,Super built-up  Area,Singasandra,2 BHK,GRe 2iv,1100,2.0,1.0,52.0
10155,10491,Super built-up  Area,Rajapura,2 BHK,,86.72Sq. Meter,2.0,2.0,40.0
4172,4227,Super built-up  Area,Whitefield,2 BHK,,1340,2.0,1.0,77.0
8092,8299,Super built-up  Area,1st Phase JP Nagar,2 BHK,,1180,2.0,2.0,88.5
10236,10576,Built-up  Area, Electronic City,1 RK,GMown E,550,1.0,1.0,27.0
2103,2114,Super built-up  Area,Doopanahalli,3 BHK,,1340,2.0,1.0,100.0
3759,3805,Plot  Area,Seegehalli,5 BHK,,1200,5.0,3.0,120.0
9988,10317,Super built-up  Area,Green Glen Layout,3 BHK,Soweray,1750,3.0,2.0,120.0
1837,1846,Built-up  Area,NRI Layout,2 BHK,,1300,2.0,0.0,120.0
11020,11415,Super built-up  Area,Hebbal,4 BHK,Brium C,4450,6.0,0.0,449.0
10621,10989,Super built-up  Area,Jigani,3 BHK,DLhtsen,1300,3.0,3.0,55.0
5710,5817,Super built-up  Area,Anandapura,2 BHK,ViensRK,1151,2.0,1.0,42.9
4500,4564,Plot  Area,BEL Road,2 BHK,,1500,2.0,0.0,203.0
1093,1094,Plot  Area,Sector 1 HSR Layout,4 BHK,,2400,5.0,,775.0
8550,8786,Built-up  Area,Bisuvanahalli,3 BHK,Prityel,1080,2.0,1.0,45.0
6718,6868,Plot  Area,Kattigenahalli,8 BHK,,1200,8.0,1.0,135.0
9308,9598,Super built-up  Area,Rajaji Nagar,4 BHK,,6500,5.0,2.0,1400.0
160,160,Built-up  Area,Yarandahalli,3 BHK,,1350,2.0,3.0,48.0
203,203,Super built-up  Area,Whitefield,2 BHK,,1075,2.0,1.0,53.0
6483,6627,Super built-up  Area,B Narayanapura,2 BHK,Inentva,1020,2.0,2.0,60.0
3940,3992,Super built-up  Area,Murugeshpalya,3 BHK,IBaveen,2135,3.0,2.0,160.0
4933,5011,Super built-up  Area,Sarjapur  Road,2 BHK,Ahciace,1067,2.0,1.0,60.0
7647,7831,Super built-up  Area,Akshaya Nagar,3 BHK,,1890,4.0,2.0,100.0
1230,1233,Plot  Area,T.C. Palya,4 BHK,,600,5.0,2.0,60.0
3046,3078,Super built-up  Area,Thanisandra,3 BHK,MNlam G,1445,2.0,3.0,40.31
7957,8153,Carpet  Area,Bhoganhalli,2 BHK,Rosha I,1181.7,2.0,1.0,100.0
2915,2942,Super built-up  Area,Whitefield,2 BHK,BrlisCo,1320,2.0,1.0,95.0
11603,12040,Super built-up  Area,Yelahanka,2 BHK,Masser ,1175,2.0,1.0,67.77
4251,4307,Super built-up  Area,Uttarahalli,3 BHK,,1490,2.0,2.0,59.6
6111,6240,Super built-up  Area,Devanahalli,1 BHK,Sabixtt,658,1.0,0.0,26.91
6204,6335,Super built-up  Area,Whitefield,2 BHK,Veale R,1355,2.0,3.0,73.0
2725,2748,Super built-up  Area,Kanakapura,2 BHK,,1130,2.0,1.0,45.2
4290,4348,Super built-up  Area,Vimanapura,3 BHK,Inion P,2500,3.0,3.0,75.0
4334,4392,Built-up  Area,Devasthanagalu,3 BHK,Grmes L,1460,3.0,2.0,70.0
383,383,Super built-up  Area,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,44.0
7485,7666,Super built-up  Area,Belatur,2 BHK,ViaarSa,1250,2.0,1.0,43.0
4886,4964,Super built-up  Area,Harlur,3 BHK,,1749,3.0,2.0,112.0
857,857,Plot  Area,Vijayanagar,8 BHK,,600,4.0,1.0,72.0
370,370,Super built-up  Area,Hebbal,4 BHK,Prersis,2483,5.0,2.0,212.0
6539,6683,Super built-up  Area,Seetharampalya,2 BHK,ArierPr,1250,2.0,2.0,90.0
2561,2580,Built-up  Area,Sri Balaji Krupa Layout,1 BHK,,600,1.0,0.0,32.0
3801,3847,Built-up  Area,"JP Nagar 8th Phase, ",3 BHK,,1853,3.0,2.0,82.0
5455,5552,Super built-up  Area,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.7
8673,8918,Super built-up  Area,Doddakallasandra,2 BHK,,1072,2.0,1.0,42.87
6859,7017,Super built-up  Area,Mysore Road,2 BHK,Brama P,940,2.0,1.0,43.61
12359,12855,Super built-up  Area,Green Glen Layout,3 BHK,Soweray,1717,3.0,3.0,125.0
11094,11495,Super built-up  Area,Malleshwaram,2 BHK,,302,2.0,1.0,25.0
12489,12991,Built-up  Area,Sarjapur  Road,2 BHK,MadinJa,1367,2.0,0.0,80.0
5944,6067,Super built-up  Area,Thanisandra,2 BHK,,1265,2.0,1.0,78.0
615,615,Plot  Area,ITI Layout,6 BHK,,2160,5.0,1.0,250.0
2575,2595,Super built-up  Area,Green Glen Layout,3 BHK,Solia D,1776.42,3.0,2.0,105.0
53,53,Super built-up  Area,Lakshminarayana Pura,2 BHK,RothaVa,1185,2.0,2.0,75.0
9981,10309,Plot  Area,Ramamurthy Nagar,4 BHK,,1900,4.0,2.0,185.0
3340,3379,Super built-up  Area,1Hanuman Nagar,19 BHK,,2000,16.0,,490.0
