,area_type,size,total_sqft,bath,balcony,price
6582,Built-up  Area,3 BHK,1600.0,3.0,2.0,70.0
6583,Super built-up  Area,2 BHK,1000.0,2.0,1.0,60.0
6584,Super built-up  Area,2 BHK,1120.0,2.0,2.0,44.24
6585,Plot  Area,2 BHK,1200.0,2.0,0.0,85.0
6586,Super built-up  Area,2 BHK,1200.0,2.0,2.0,35.0
6587,Super built-up  Area,3 BHK,1570.0,3.0,2.0,110.0
6588,Super built-up  Area,3 BHK,1500.0,3.0,1.0,135.0
6589,Built-up  Area,2 BHK,1315.0,2.0,2.0,140.0
6590,Super built-up  Area,2 BHK,1140.0,2.0,1.0,33.84
6591,Super built-up  Area,2 BHK,1105.0,2.0,2.0,90.0
6592,Built-up  Area,2 BHK,1200.0,2.0,1.0,34.65
6593,Super built-up  Area,1 BHK,905.0,1.0,1.0,62.0
6594,Plot  Area,4 BHK,2400.0,4.0,0.0,350.0
6595,Super built-up  Area,2 BHK,1185.0,2.0,1.0,50.0
6596,Super built-up  Area,2 BHK,1083.0,2.0,1.0,100.0
6597,Super built-up  Area,3 BHK,1458.0,3.0,2.0,60.0
6598,Super built-up  Area,3 BHK,1555.0,3.0,2.0,75.0
6599,Built-up  Area,2 BHK,1200.0,2.0,2.0,45.0
6600,Super built-up  Area,2 BHK,1308.0,2.0,1.0,58.86
6601,Super built-up  Area,2 BHK,1024.0,2.0,2.0,44.0
6602,Super built-up  Area,3 BHK,1450.0,3.0,1.0,75.0
6603,Super built-up  Area,3 BHK,1639.0,3.0,3.0,120.0
6604,Super built-up  Area,2 BHK,1232.0,2.0,1.0,87.0
6605,Super built-up  Area,3 BHK,1719.0,3.0,1.0,184.0
6606,Super built-up  Area,2 BHK,975.0,2.0,1.0,24.86
6607,Super built-up  Area,3 BHK,2000.0,4.0,,130.0
6608,Super built-up  Area,2 BHK,1230.0,2.0,1.0,79.0
6609,Plot  Area,4 BHK,1350.0,4.0,2.0,140.0
6610,Super built-up  Area,2 BHK,1076.0,2.0,2.0,67.0
6611,Built-up  Area,7 BHK,2400.0,7.0,1.0,125.0
6612,Super built-up  Area,3 BHK,995.0,2.0,2.0,34.82
6613,Super built-up  Area,3 BHK,2120.0,3.0,2.0,177.0
6614,Plot  Area,6 BHK,2400.0,7.0,,460.0
6615,Plot  Area,6 BHK,850.0,6.0,2.0,78.0
6616,Super built-up  Area,2 BHK,1096.0,2.0,2.0,40.55
6617,Super built-up  Area,2 BHK,1107.83,2.0,1.0,41.51
6618,Built-up  Area,1 BHK,505.0,1.0,0.0,85.0
6619,Super built-up  Area,2 BHK,1320.0,2.0,2.0,115.0
6620,Super built-up  Area,3 BHK,1431.5,3.0,0.0,72.02
6621,Super built-up  Area,2 BHK,1320.0,2.0,1.0,99.26
6622,Super built-up  Area,3 BHK,2901.0,4.0,2.0,190.0
6623,Built-up  Area,3 BHK,1315.0,2.0,2.0,65.0
6624,Super built-up  Area,2 BHK,1000.0,2.0,1.0,44.0
6625,Super built-up  Area,3 BHK,1596.0,3.0,3.0,79.8
6626,Super built-up  Area,3 BHK,1750.0,3.0,,130.0
6627,Plot  Area,4 BHK,2403.0,4.0,2.0,270.0
6628,Super built-up  Area,3 BHK,1350.0,3.0,2.0,47.25
6629,Super built-up  Area,4 BHK,4062.5,,,341.0
6630,Super built-up  Area,2 BHK,1175.0,2.0,2.0,79.0
6631,Super built-up  Area,2 BHK,921.0,2.0,1.0,29.47
6632,Built-up  Area,4 BHK,4000.0,4.0,2.0,1100.0
6633,Super built-up  Area,3 BHK,1713.0,3.0,3.0,125.0
6634,Built-up  Area,2 BHK,1200.0,2.0,0.0,43.0
6635,Built-up  Area,3 BHK,1900.0,4.0,1.0,90.0
6636,Super built-up  Area,3 BHK,1664.0,3.0,2.0,68.0
6637,Super built-up  Area,3 BHK,1795.0,3.0,2.0,139.0
6638,Built-up  Area,1 BHK,600.0,1.0,1.0,19.5
6639,Built-up  Area,2 BHK,1240.0,2.0,3.0,65.0
6640,Super built-up  Area,3 BHK,1965.0,4.0,2.0,132.0
6641,Plot  Area,3 BHK,600.0,4.0,0.0,99.0
6642,Plot  Area,4 BHK,4111.0,4.0,1.0,370.0
6643,Super built-up  Area,2 BHK,1200.0,2.0,2.0,59.76
6644,Super built-up  Area,2 BHK,1112.0,2.0,3.0,68.0
6645,Built-up  Area,3 BHK,3000.0,3.0,2.0,60.0
6646,Super built-up  Area,2 BHK,1136.0,2.0,3.0,64.5
6647,Super built-up  Area,2 BHK,914.0,2.0,2.0,55.0
6648,Super built-up  Area,3 BHK,1270.0,2.0,1.0,50.79
6649,Super built-up  Area,2 BHK,1050.0,2.0,2.0,47.25
6650,Super built-up  Area,3 BHK,1385.0,2.0,2.0,68.5
6651,Super built-up  Area,2 BHK,990.0,2.0,3.0,35.0
6652,Built-up  Area,2 BHK,845.0,2.0,2.0,43.0
6653,Super built-up  Area,2 BHK,1485.0,2.0,1.0,96.51
6654,Super built-up  Area,3 BHK,1460.0,2.0,3.0,43.79
6655,Super built-up  Area,2 BHK,1450.0,2.0,1.0,57.0
6656,Built-up  Area,3 BHK,1360.0,2.0,1.0,53.0
6657,Built-up  Area,2 BHK,1375.0,2.0,3.0,58.0
6658,Super built-up  Area,2 BHK,1125.0,2.0,1.0,48.0
6659,Super built-up  Area,1 BHK,720.0,1.0,1.0,60.0
6660,Super built-up  Area,3 BHK,1460.0,2.0,2.0,100.0
6661,Built-up  Area,2 BHK,1107.0,2.0,2.0,40.0
6662,Built-up  Area,2 BHK,1158.0,2.0,3.0,75.0
6663,Super built-up  Area,2 BHK,800.0,1.0,1.0,30.0
6664,Plot  Area,9 BHK,600.0,9.0,,90.0
6665,Super built-up  Area,3 BHK,1760.0,3.0,2.0,128.0
6666,Plot  Area,4 BHK,3200.0,4.0,2.0,200.0
6667,Plot  Area,2 BHK,600.0,3.0,2.0,145.0
6668,Built-up  Area,3 BHK,1350.0,3.0,1.0,60.0
6669,Plot  Area,6 BHK,600.0,6.0,3.0,100.0
6670,Built-up  Area,2 BHK,1125.0,2.0,1.0,32.49
6671,Super built-up  Area,3 BHK,1706.0,3.0,3.0,154.0
6672,Super built-up  Area,3 BHK,1600.0,3.0,2.0,112.0
6673,Super built-up  Area,2 BHK,1200.0,2.0,0.0,90.0
6674,Super built-up  Area,3 BHK,1755.0,3.0,3.0,101.0
6675,Super built-up  Area,2 BHK,1200.0,2.0,1.0,50.0
6676,Super built-up  Area,2 BHK,1200.0,2.0,2.0,67.0
6677,Super built-up  Area,2 BHK,1266.67,2.0,0.0,69.0
6678,Super built-up  Area,3 BHK,1800.0,3.0,2.0,90.0
6679,Plot  Area,3 BHK,1200.0,4.0,1.0,275.0
6680,Super built-up  Area,3 BHK,1300.0,3.0,2.0,64.0
6681,Plot  Area,3 BHK,800.0,3.0,3.0,60.0
6682,Plot  Area,4 BHK,4800.0,5.0,2.0,550.0
6683,Super built-up  Area,2 BHK,1029.5,2.0,0.0,50.855
6684,Super built-up  Area,2 BHK,1128.0,2.0,2.0,40.0
6685,Plot  Area,2 BHK,2000.0,2.0,1.0,160.0
6686,Super built-up  Area,2 BHK,1210.0,2.0,1.0,80.0
6687,Super built-up  Area,4 BHK,2710.0,6.0,2.0,142.0
6688,Super built-up  Area,2 BHK,1151.0,2.0,2.0,39.0
6689,Super built-up  Area,5 BHK,7500.0,8.0,3.0,1700.0
6690,Super built-up  Area,2 BHK,1017.0,2.0,2.0,27.0
6691,Built-up  Area,2 BHK,920.0,2.0,1.0,40.0
6692,Plot  Area,4 BHK,1200.0,3.0,1.0,180.0
6693,Plot  Area,5 BHK,1000.0,5.0,2.0,140.0
6694,Super built-up  Area,3 BHK,1750.0,3.0,3.0,86.5
6695,Built-up  Area,2 BHK,1163.0,2.0,1.0,65.0
6696,Super built-up  Area,3 BHK,1650.0,3.0,3.0,110.0
6697,Super built-up  Area,3 BHK,1800.0,3.0,3.0,95.0
6698,Super built-up  Area,2 BHK,1100.0,2.0,1.0,58.0
6699,Built-up  Area,2 BHK,1200.0,2.0,2.0,60.0
6700,Super built-up  Area,3 BHK,1410.0,3.0,2.0,65.0
6701,Super built-up  Area,3 BHK,1933.0,3.0,2.0,98.0
6702,Super built-up  Area,2 BHK,1200.0,2.0,2.0,45.6
6703,Super built-up  Area,3 BHK,1608.0,2.0,3.0,63.0
6704,Plot  Area,4 BHK,2679.0,5.0,2.0,280.0
6705,Super built-up  Area,2 BHK,1156.0,2.0,2.0,46.9
6706,Plot  Area,2 BHK,1230.0,2.0,0.0,75.0
6707,Super built-up  Area,1 BHK,770.0,1.0,1.0,43.82
6708,Super built-up  Area,3 BHK,1777.26,3.0,2.0,105.0
6709,Super built-up  Area,2 BHK,1339.0,2.0,2.0,85.0
6710,Built-up  Area,3 BHK,3044.0,3.0,2.0,183.0
6711,Built-up  Area,2 BHK,1080.0,2.0,2.0,44.8
6712,Carpet  Area,8 BHK,3150.0,5.0,2.0,145.0
6713,Plot  Area,2 BHK,2400.0,2.0,2.0,135.0
6714,Built-up  Area,3 BHK,1450.0,3.0,3.0,72.0
6715,Super built-up  Area,2 BHK,1075.0,2.0,2.0,53.0
6716,Super built-up  Area,3 BHK,1163.0,2.0,2.0,62.0
6717,Built-up  Area,2 BHK,1200.0,2.0,0.0,65.0
6718,Plot  Area,8 BHK,1200.0,8.0,1.0,135.0
6719,Plot  Area,4 BHK,3090.0,4.0,,325.0
6720,Built-up  Area,2 BHK,1299.0,2.0,1.0,100.0
6721,Super built-up  Area,2 BHK,1170.0,2.0,2.0,75.0
6722,Super built-up  Area,3 BHK,2195.0,,,152.0
6723,Super built-up  Area,4 BHK,2600.0,4.0,3.0,175.0
6724,Super built-up  Area,2 BHK,1140.0,2.0,1.0,43.32
6725,Super built-up  Area,3 BHK,1900.0,3.0,3.0,125.0
6726,Built-up  Area,2 BHK,1090.0,2.0,1.0,31.48
6727,Super built-up  Area,2 BHK,1110.0,2.0,1.0,39.95
6728,Super built-up  Area,1 BHK,705.0,1.0,1.0,57.0
6729,Super built-up  Area,2 BHK,1089.0,2.0,1.0,60.0
6730,Plot  Area,2 BHK,880.0,2.0,1.0,48.0
6731,Built-up  Area,2 BHK,1080.0,2.0,2.0,32.0
6732,Super built-up  Area,2 BHK,1093.0,2.0,1.0,68.1
6733,Super built-up  Area,3 BHK,1480.0,3.0,1.0,75.48
6734,Super built-up  Area,3 BHK,1703.0,3.0,2.0,125.0
6735,Super built-up  Area,2 BHK,1200.0,2.0,1.0,60.0
6736,Super built-up  Area,3 BHK,1690.0,3.0,2.0,116.0
6737,Super built-up  Area,2 BHK,1305.0,2.0,1.0,78.0
6738,Super built-up  Area,3 BHK,1257.0,2.0,2.0,40.22
6739,Super built-up  Area,2 BHK,1150.0,2.0,2.0,45.0
6740,Super built-up  Area,2 BHK,1194.0,2.0,0.0,55.0
6741,Built-up  Area,3 BHK,2000.0,3.0,1.0,90.0
6742,Plot  Area,3 BHK,1500.0,4.0,1.0,99.0
6743,Built-up  Area,2 BHK,1025.0,2.0,0.0,42.5
6744,Built-up  Area,2 BHK,980.0,2.0,1.0,38.19
6745,Plot  Area,3 BHK,1200.0,2.0,1.0,100.0
6746,Super built-up  Area,3 BHK,2225.0,3.0,1.0,149.0
6747,Super built-up  Area,2 BHK,1022.0,2.0,2.0,57.0
6748,Plot  Area,4 BHK,882.0,3.0,0.0,72.0
6749,Built-up  Area,2 BHK,1153.0,2.0,2.0,45.0
6750,Super built-up  Area,2 BHK,1175.0,2.0,2.0,60.0
6751,Built-up  Area,3 BHK,1560.0,3.0,3.0,68.0
6752,Built-up  Area,1 BHK,650.0,1.0,1.0,17.0
6753,Plot  Area,3 BHK,600.0,3.0,2.0,65.0
6754,Super built-up  Area,2 BHK,1350.0,3.0,2.0,55.0
6755,Plot  Area,2 BHK,1200.0,2.0,1.0,76.0
6756,Super built-up  Area,2 BHK,1200.0,1.0,1.0,54.0
6757,Super built-up  Area,2 BHK,800.0,2.0,1.0,25.0
6758,Super built-up  Area,4 BHK,2093.0,4.0,1.0,104.0
6759,Super built-up  Area,3 BHK,1320.0,2.0,2.0,55.44
6760,Super built-up  Area,2 BHK,1275.0,2.0,1.0,73.0
6761,Super built-up  Area,2 BHK,1215.0,2.0,2.0,43.13
6762,Super built-up  Area,3 BHK,1444.0,2.0,2.0,71.5
6763,Super built-up  Area,2 BHK,950.0,2.0,2.0,38.0
6764,Super built-up  Area,2 BHK,1000.0,1.0,,90.0
6765,Super built-up  Area,3 BHK,1240.0,2.0,2.0,59.52
6766,Plot  Area,4 BHK,600.0,4.0,2.0,125.0
6767,Super built-up  Area,2 BHK,1231.0,2.0,2.0,50.0
6768,Super built-up  Area,2 BHK,1300.0,2.0,1.0,120.0
6769,Super built-up  Area,3 BHK,1713.0,3.0,2.0,110.0
6770,Built-up  Area,3 BHK,3004.0,4.0,,158.0
6771,Built-up  Area,3 BHK,1310.0,2.0,0.0,46.0
6772,Super built-up  Area,2 BHK,790.0,2.0,1.0,49.5
6773,Super built-up  Area,3 BHK,1744.0,3.0,1.0,200.0
6774,Super built-up  Area,3 BHK,1605.0,3.0,2.0,100.0
6775,Super built-up  Area,2 BHK,1250.0,2.0,2.0,82.0
6776,Super built-up  Area,3 BHK,2476.0,3.0,3.0,337.0
6777,Built-up  Area,3 BHK,1260.0,2.0,2.0,76.0
6778,Super built-up  Area,3 BHK,1615.0,3.0,1.0,175.0
6779,Super built-up  Area,2 BHK,1180.0,2.0,1.0,56.0
6780,Super built-up  Area,3 BHK,1255.0,2.0,2.0,50.19
6781,Super built-up  Area,2 BHK,1025.0,2.0,1.0,53.9
6782,Super built-up  Area,3 BHK,1877.0,4.0,2.0,150.0
6783,Built-up  Area,3 BHK,1649.0,3.0,2.0,150.0
6784,Plot  Area,9 BHK,2600.0,12.0,,675.0
6785,Built-up  Area,5 BHK,2500.0,5.0,2.0,125.0
6786,Built-up  Area,3 BHK,1542.0,3.0,2.0,98.0
6787,Built-up  Area,2 BHK,1012.0,2.0,0.0,42.0
6788,Plot  Area,2 BHK,1200.0,2.0,1.0,65.0
6789,Super built-up  Area,2 BHK,1115.0,2.0,2.0,43.0
6790,Super built-up  Area,3 BHK,1680.0,4.0,3.0,95.0
6791,Super built-up  Area,2 BHK,1171.0,2.0,2.0,72.0
6792,Super built-up  Area,2 BHK,1027.0,2.0,1.0,68.62
6793,Super built-up  Area,3 BHK,1700.0,3.0,3.0,75.0
6794,Super built-up  Area,2 BHK,1090.0,2.0,2.0,38.15
6795,Super built-up  Area,2 BHK,1232.0,2.0,1.0,74.0
6796,Super built-up  Area,2 BHK,766.0,2.0,2.0,28.0
6797,Plot  Area,5 BHK,1200.0,5.0,0.0,180.0
6798,Super built-up  Area,1 BHK,525.0,1.0,1.0,27.0
6799,Super built-up  Area,3 BHK,,3.0,1.0,109.0
6800,Built-up  Area,3 BHK,1452.0,2.0,1.0,41.0
6801,Super built-up  Area,3 BHK,1254.0,2.0,1.0,65.0
6802,Built-up  Area,5 BHK,3600.0,5.0,0.0,110.0
6803,Super built-up  Area,3 BHK,1593.0,3.0,1.0,118.0
6804,Super built-up  Area,2 BHK,1333.0,2.0,2.0,77.27
6805,Built-up  Area,3 BHK,1100.0,3.0,1.0,110.0
6806,Super built-up  Area,3 BHK,1375.0,2.0,1.0,54.99
6807,Super built-up  Area,3 BHK,1650.0,3.0,3.0,82.0
6808,Super built-up  Area,3 BHK,1430.0,2.0,2.0,51.48
6809,Built-up  Area,2 BHK,940.0,2.0,1.0,54.0
6810,Super built-up  Area,1 BHK,435.0,1.0,1.0,21.0
6811,Super built-up  Area,2 BHK,1160.0,2.0,2.0,36.54
6812,Super built-up  Area,3 BHK,1500.0,2.0,1.0,77.5
6813,Super built-up  Area,3 BHK,1890.0,2.0,1.0,100.0
6814,Built-up  Area,2 BHK,1050.0,2.0,1.0,70.0
6815,Plot  Area,6 BHK,1200.0,6.0,3.0,220.0
6816,Super built-up  Area,2 BHK,1027.0,2.0,2.0,43.0
6817,Super built-up  Area,3 BHK,1495.0,,,61.28
6818,Plot  Area,3 BHK,3000.0,4.0,2.0,235.0
6819,Super built-up  Area,3 BHK,1459.0,2.0,1.0,95.0
6820,Super built-up  Area,3 BHK,1711.0,3.0,3.0,85.61
6821,Super built-up  Area,2 BHK,1250.0,2.0,2.0,98.0
6822,Plot  Area,2 BHK,875.0,2.0,1.0,57.0
6823,Built-up  Area,2 BHK,1334.0,2.0,1.0,67.0
6824,Built-up  Area,2 BHK,1140.0,2.0,1.0,32.92
6825,Plot  Area,3 BHK,1200.0,5.0,2.0,200.0
6826,Super built-up  Area,3 BHK,1776.0,3.0,1.0,190.0
6827,Super built-up  Area,3 BHK,2072.0,4.0,2.0,160.0
6828,Plot  Area,3 BHK,1600.0,3.0,2.0,170.0
6829,Plot  Area,6 BHK,1200.0,4.0,2.0,115.0
6830,Super built-up  Area,2 BHK,920.0,2.0,3.0,39.0
6831,Super built-up  Area,2 BHK,778.0,2.0,0.0,25.29
6832,Plot  Area,4 BHK,1310.0,3.0,3.0,95.0
6833,Super built-up  Area,3 BHK,1631.0,3.0,2.0,80.0
6834,Super built-up  Area,1 BHK,525.0,1.0,1.0,27.5
6835,Built-up  Area,3 BHK,1395.0,3.0,3.0,82.0
6836,Super built-up  Area,3 BHK,2000.0,3.0,2.0,105.0
6837,Super built-up  Area,2 BHK,1232.0,2.0,1.0,66.0
6838,Super built-up  Area,2 BHK,1075.0,2.0,1.0,55.0
6839,Super built-up  Area,2 BHK,1205.0,2.0,2.0,70.0
6840,Plot  Area,4 BHK,1200.0,4.0,2.0,165.0
6841,Super built-up  Area,3 BHK,1179.0,2.0,1.0,55.0
6842,Super built-up  Area,2 BHK,1013.0,2.0,1.0,51.0
6843,Super built-up  Area,2 BHK,1160.0,2.0,2.0,40.6
6844,Plot  Area,8 BHK,,6.0,2.0,290.0
6845,Super built-up  Area,2 BHK,1200.0,2.0,2.0,62.5
6846,Plot  Area,7 BHK,1200.0,5.0,0.0,80.0
6847,Super built-up  Area,3 BHK,1255.0,2.0,3.0,50.19
6848,Built-up  Area,3 BHK,1100.0,2.0,1.0,145.0
6849,Built-up  Area,2 BHK,1069.0,2.0,1.0,55.0
6850,Plot  Area,3 BHK,1200.0,3.0,2.0,99.0
6851,Super built-up  Area,1 BHK,1400.0,1.0,1.0,285.0
6852,Super built-up  Area,2 BHK,1065.0,2.0,2.0,55.0
6853,Built-up  Area,2 BHK,1395.0,2.0,0.0,75.0
6854,Built-up  Area,3 BHK,1725.0,2.0,1.0,165.0
6855,Built-up  Area,2 BHK,1007.0,2.0,2.0,43.0
6856,Built-up  Area,3 BHK,1436.0,2.0,2.0,55.0
6857,Super built-up  Area,6 BHK,4250.0,6.0,3.0,150.0
6858,Plot  Area,2 BHK,1200.0,2.0,0.0,58.0
6859,Super built-up  Area,2 BHK,940.0,2.0,1.0,43.61
6860,Built-up  Area,6 BHK,4300.0,6.0,2.0,175.0
6861,Super built-up  Area,3 BHK,2850.0,5.0,3.0,343.0
6862,Built-up  Area,3 BHK,1740.0,3.0,2.0,191.0
6863,Super built-up  Area,2 BHK,1194.0,2.0,2.0,47.0
6864,Super built-up  Area,3 BHK,3761.0,3.0,2.0,650.0
6865,Super built-up  Area,3 BHK,1829.0,3.0,2.0,125.0
6866,Plot  Area,4 BHK,1800.0,4.0,3.0,178.0
6867,Super built-up  Area,2 BHK,1000.0,2.0,1.0,60.0
6868,Built-up  Area,3 BHK,5720.0,3.0,0.0,350.0
6869,Plot  Area,5 BHK,800.0,4.0,2.0,98.0
6870,Super built-up  Area,2 BHK,675.0,1.0,1.0,15.0
6871,Super built-up  Area,2 BHK,1390.0,2.0,2.0,95.0
6872,Super built-up  Area,3 BHK,1500.0,3.0,2.0,104.0
6873,Super built-up  Area,3 BHK,2047.0,3.0,2.0,136.0
6874,Super built-up  Area,2 BHK,1202.0,2.0,1.0,79.0
6875,Super built-up  Area,2 BHK,1012.0,2.0,1.0,59.0
6876,Super built-up  Area,3 BHK,2132.0,3.0,3.0,80.0
6877,Plot  Area,4 BHK,1350.0,4.0,3.0,340.0
6878,Super built-up  Area,1 BHK,605.0,1.0,1.0,40.0
6879,Super built-up  Area,2 BHK,1331.0,2.0,1.0,88.0
6880,Plot  Area,2 BHK,1200.0,2.0,0.0,69.0
6881,Built-up  Area,2 BHK,1150.0,2.0,0.0,250.0
6882,Plot  Area,2 BHK,1200.0,2.0,1.0,136.0
6883,Built-up  Area,2 BHK,1800.0,2.0,0.0,300.0
6884,Plot  Area,3 BHK,600.0,2.0,1.0,50.0
6885,Super built-up  Area,3 BHK,1280.0,2.0,2.0,49.0
6886,Super built-up  Area,2 BHK,1007.0,2.0,1.0,62.0
6887,Super built-up  Area,3 BHK,1370.0,2.0,1.0,61.0
6888,Super built-up  Area,2 BHK,925.0,2.0,2.0,35.0
6889,Super built-up  Area,2 BHK,1500.0,2.0,0.0,75.0
6890,Built-up  Area,1 BHK,450.0,1.0,1.0,12.5
6891,Built-up  Area,4 BHK,1200.0,4.0,1.0,140.0
6892,Super built-up  Area,2 BHK,1341.0,2.0,1.0,95.0
6893,Super built-up  Area,3 BHK,1350.0,2.0,2.0,47.25
6894,Super built-up  Area,2 BHK,992.0,2.0,1.0,60.0
6895,Super built-up  Area,2 BHK,1163.0,2.0,2.0,68.0
6896,Super built-up  Area,2 BHK,1229.0,2.0,2.0,70.0
6897,Plot  Area,2 BHK,600.0,2.0,2.0,39.0
6898,Super built-up  Area,2 BHK,1219.0,2.0,1.0,61.26
6899,Super built-up  Area,3 BHK,1525.0,2.0,2.0,99.13
6900,Super built-up  Area,2 BHK,1147.0,2.0,1.0,60.0
6901,Super built-up  Area,3 BHK,1412.0,2.0,3.0,88.0
6902,Plot  Area,9 BHK,1200.0,9.0,3.0,215.0
6903,Super built-up  Area,2 BHK,1044.0,2.0,1.0,34.77
6904,Super built-up  Area,2 BHK,1190.0,2.0,2.0,63.0
6905,Super built-up  Area,3 BHK,1240.0,2.0,2.0,65.0
6906,Super built-up  Area,3 BHK,1352.0,3.0,1.0,65.0
6907,Built-up  Area,2 BHK,1100.0,2.0,2.0,55.0
6908,Super built-up  Area,3 BHK,1330.0,2.0,2.0,39.9
6909,Super built-up  Area,3 BHK,1700.0,3.0,2.0,111.0
6910,Super built-up  Area,2 BHK,1355.0,2.0,1.0,67.0
6911,Super built-up  Area,2 BHK,1200.0,2.0,1.0,46.0
6912,Super built-up  Area,1 BHK,400.0,2.0,1.0,25.0
6913,Built-up  Area,2 BHK,1342.0,2.0,,70.0
6914,Super built-up  Area,3 BHK,1615.0,3.0,2.0,50.87
6915,Super built-up  Area,2 BHK,1340.0,2.0,1.0,65.0
6916,Built-up  Area,1 BHK,400.0,1.0,0.0,55.0
6917,Super built-up  Area,2 BHK,1080.0,2.0,1.0,52.0
6918,Super built-up  Area,2 BHK,1600.0,2.0,1.0,31.0
6919,Super built-up  Area,2 BHK,1200.0,2.0,0.0,34.0
6920,Plot  Area,3 BHK,2700.0,3.0,2.0,150.0
6921,Built-up  Area,3 BHK,1780.0,3.0,0.0,110.0
6922,Built-up  Area,3 BHK,1605.0,3.0,2.0,65.0
6923,Super built-up  Area,4 BHK,7200.0,5.0,2.0,1584.0
6924,Plot  Area,3 BHK,646.0,2.0,1.0,65.0
6925,Super built-up  Area,2 BHK,1200.0,2.0,2.0,80.0
6926,Plot  Area,2 BHK,900.0,2.0,0.0,49.0
6927,Built-up  Area,3 BHK,1830.0,3.0,1.0,88.0
6928,Plot  Area,5 BHK,690.0,4.0,1.0,83.0
6929,Built-up  Area,1 BHK,650.0,1.0,3.0,500.0
6930,Plot  Area,5 BHK,1800.0,4.0,1.0,68.0
6931,Built-up  Area,3 BHK,715.0,2.0,0.0,32.0
6932,Super built-up  Area,3 BHK,1230.0,2.0,2.0,31.37
6933,Super built-up  Area,2 BHK,1065.0,2.0,1.0,42.59
6934,Plot  Area,8 BHK,1350.0,8.0,2.0,185.0
6935,Plot  Area,3 BHK,1080.0,3.0,2.0,149.0
6936,Built-up  Area,3 BHK,900.0,2.0,0.0,65.0
6937,Super built-up  Area,2 BHK,946.0,2.0,2.0,45.0
6938,Super built-up  Area,1 BHK,1500.0,1.0,0.0,60.0
6939,Super built-up  Area,3 BHK,1711.0,3.0,1.0,110.0
6940,Plot  Area,4 BHK,1200.0,3.0,2.0,160.0
6941,Super built-up  Area,2 BHK,950.0,2.0,1.0,25.65
6942,Super built-up  Area,3 BHK,1656.0,3.0,2.0,80.0
6943,Super built-up  Area,2 BHK,1075.0,2.0,1.0,46.76
6944,Super built-up  Area,3 BHK,1752.12,3.0,2.0,133.0
6945,Plot  Area,8 BHK,6000.0,8.0,0.0,220.0
6946,Super built-up  Area,3 BHK,1540.0,3.0,3.0,85.0
6947,Plot  Area,4 BHK,600.0,4.0,3.0,125.0
6948,Super built-up  Area,1 BHK,665.0,1.0,2.0,32.0
6949,Super built-up  Area,3 BHK,1665.0,3.0,,110.0
6950,Super built-up  Area,2 BHK,1145.0,2.0,1.0,54.0
6951,Super built-up  Area,2 BHK,1185.0,2.0,2.0,41.0
6952,Plot  Area,3 BHK,1200.0,3.0,1.0,190.0
6953,Built-up  Area,3 BHK,1693.0,3.0,2.0,125.0
6954,Super built-up  Area,3 BHK,2456.0,3.0,3.0,220.0
6955,Super built-up  Area,3 BHK,2559.0,3.0,2.0,403.0
6956,Super built-up  Area,2 BHK,1155.0,2.0,1.0,40.6
6957,Super built-up  Area,3 BHK,1610.0,2.0,2.0,64.4
6958,Plot  Area,3 BHK,1200.0,3.0,2.0,56.58
6959,Plot  Area,2 BHK,1530.0,2.0,1.0,185.0
6960,Built-up  Area,3 BHK,1709.0,3.0,1.0,80.0
6961,Plot  Area,4 BHK,600.0,4.0,0.0,60.0
6962,Plot  Area,8 BHK,2700.0,8.0,,290.0
6963,Plot  Area,1 BHK,840.0,1.0,1.0,150.0
6964,Super built-up  Area,3 BHK,1400.0,2.0,1.0,50.0
6965,Super built-up  Area,2 BHK,1200.0,2.0,1.0,42.0
6966,Super built-up  Area,3 BHK,1439.0,3.0,1.0,57.23
6967,Super built-up  Area,2 BHK,1375.0,2.0,2.0,72.0
6968,Plot  Area,5 BHK,2990.0,5.0,3.0,416.0
6969,Super built-up  Area,3 BHK,1200.0,2.0,1.0,75.0
6970,Built-up  Area,2 BHK,1315.0,2.0,3.0,75.0
6971,Plot  Area,2 BHK,1500.0,2.0,0.0,40.0
6972,Built-up  Area,6 BHK,3600.0,6.0,1.0,200.0
6973,Super built-up  Area,2 BHK,1178.0,2.0,3.0,82.0
6974,Super built-up  Area,3 BHK,1430.0,3.0,2.0,59.0
6975,Super built-up  Area,3 BHK,1400.0,2.0,2.0,65.8
6976,Super built-up  Area,2 BHK,1093.0,2.0,2.0,72.0
6977,Super built-up  Area,2 BHK,1200.0,2.0,1.0,45.0
6978,Plot  Area,5 BHK,5000.0,6.0,1.0,360.0
6979,Built-up  Area,3 BHK,1200.0,2.0,0.0,130.0
6980,Built-up  Area,3 BHK,2210.0,3.0,2.0,156.0
6981,Super built-up  Area,2 BHK,1150.0,2.0,2.0,70.0
6982,Super built-up  Area,3 BHK,1435.0,2.0,1.0,60.0
6983,Plot  Area,4 BHK,600.0,3.0,,100.0
6984,Super built-up  Area,2 BHK,1173.0,2.0,1.0,78.2
6985,Super built-up  Area,2 BHK,1140.0,2.0,1.0,39.0
6986,Super built-up  Area,3 BHK,1717.0,3.0,3.0,120.0
6987,Super built-up  Area,2 BHK,1325.0,2.0,,65.0
6988,Built-up  Area,3 BHK,1370.0,3.0,2.0,67.0
6989,Super built-up  Area,2 BHK,1025.0,2.0,1.0,90.0
6990,Super built-up  Area,3 BHK,1409.0,2.0,3.0,62.0
